trial_id,condition,image_A,image_B,visual_A,visual_B,graph_A,graph_B,visual_similarity_score,graph_similarity_score,screening_score,is_practice
hdbscan_best_VnSn_0547,VnSn,CT_35_NEIL_B_Rd_40_facade.jpg,CT_57_TGPAGAR_A_Rd_18_facade.jpg,23,29,23,4,0.9748,0.197,100,False
hdbscan_best_VnSp_0385,VnSp,LD_22_Japan Besar Rd_A_21_facade.jpg,KG_31_Sultan Gate_B_5_facade.jpg,2,29,6,6,0.9542,0.5894,50,False
hdbscan_best_VpSp_0125,VpSp,CT_43_SMITH_B_St_03_facade.jpg,CT_54_TEMPLE_A_St_22_facade.jpg,13,13,19,19,1.0,0.9706,100,False
hdbscan_best_VpSp_0097,VpSp,LD_16_ DICKSON_Rd_B_09_facade.jpg,LD_37_ROWELL_Rd_B_34_facade.jpg,11,11,6,6,0.9998,0.4771,50,False
hdbscan_best_VnSn_0595,VnSn,LD_13_DESKER_Rd_A_54_facade.jpg,CT_51_TELOK_AYER_B_St_26_facade.jpg,12,23,6,19,0.9311,-0.0653,50,False
hdbscan_best_VnSn_0451,VnSn,CT_25_KEONG_SAIK_A_Rd_25_facade.jpg,KG_23_Jalan Sultan_23_facade.jpg,8,28,21,12,0.9678,-0.2328,100,False
hdbscan_best_VpSn_0167,VpSn,LD_47_VEERASAMY_Rd_A_19_facade.jpg,LD_20_HINDOO_Rd_B_19_facade.jpg,1,1,6,5,0.9999,-0.4294,80,False
hdbscan_best_VpSp_0066,VpSp,KG_28_North Bridge Rd_B_11_facade.jpg,LD_39_Serangoon Rd_B_74_facade.jpg,26,26,2,2,1.0,0.9884,100,False
hdbscan_best_VpSn_0208,VpSn,LD_45_UPPER_WELD_Rd_A_33_facade.jpg,KG_04_Arab St_B_21_facade.jpg,6,6,14,5,1.0,-0.3462,100,False
hdbscan_best_VnSn_0556,VnSn,CT_31_MOSQUE_A_St_01_facade.jpg,CT_35_NEIL_B_Rd_03_facade.jpg,30,29,2,17,0.9962,-0.3186,100,False
hdbscan_best_VpSn_0155,VpSn,KG_23_Jalan Sultan_6_facade.jpg,KG_23_Jalan Sultan_11_facade.jpg,3,3,16,1,1.0,0.1465,50,False
hdbscan_best_VnSn_0452,VnSn,KG_01_Aliwal St_A_10_facade.jpg,LD_45_UPPER_WELD_Rd_A_38_facade.jpg,10,27,14,6,0.9754,-0.2198,100,False
hdbscan_best_VpSn_0173,VpSn,LD_35_Race Course_14_facade.jpg,KG_11_Haji Lane_A_08_facade.jpg,12,12,8,6,0.9946,0.495,100,False
hdbscan_best_VpSn_0241,VpSn,LD_45_UPPER_WELD_Rd_A_03_facade.jpg,CT_40_PECKSEAH_St_02_facade.jpg,5,5,5,23,0.9999,0.1614,50,False
hdbscan_best_VnSn_0525,VnSn,LD_45_UPPER_WELD_Rd_A_23_facade.jpg,CT_56_TEO_HONG_Rd_10_facade.jpg,6,23,14,21,0.9897,0.0058,100,False
hdbscan_best_VpSn_0182,VpSn,KG_01_Aliwal St_A_5_facade.jpg,KG_14_Jalan Klapa_B_6_facade.jpg,10,10,14,17,0.9998,0.3433,100,False
hdbscan_best_VnSn_0496,VnSn,LD_24_Kerbau Rd_A_22_facade.jpg,CT_32_MOSQUE_B_St_03_facade.jpg,19,21,4,5,0.9569,-0.0676,100,False
hdbscan_best_VpSp_0039,VpSp,KG_29_Penang St_10_facade.jpg,LD_01_Belicose Ln_03_facade.jpg,4,4,5,5,1.0,0.7097,50,False
hdbscan_best_VnSp_0406,VnSp,CT_16_CRAIG_Rd_A_12_facade.jpg,CT_47_STANLEY_St_07_facade.jpg,29,22,19,19,0.9694,0.6792,100,False
hdbscan_best_VpSp_0028,VpSp,KG_03_Arab St_A_37_facade.jpg,KG_03_Arab St_A_33_facade.jpg,2,2,2,2,1.0,0.6693,50,False
hdbscan_best_VnSp_0318,VnSp,CT_14_CLUB_B_St_06_facade.jpg,LD_41_Syed Alwi Rd_B_02_facade.jpg,25,19,2,2,0.999,0.8241,100,False
hdbscan_best_VnSn_0466,VnSn,LD_18_DUNLOP_St_B_45_facade.jpg,CT_11_BUKIT_PASOH_A_Rd_05_facade.jpg,27,15,12,25,0.949,-0.1345,100,False
hdbscan_best_VnSp_0308,VnSp,KG_14_Jalan Klapa_B_9_facade.jpg,LD_02_Buffalo Rd_21_facade.jpg,16,27,6,6,0.98,0.1689,100,False
hdbscan_best_VpSp_0121,VpSp,KG_01_Aliwal St_A_6_facade.jpg,CT_59_TRAS_A_St_25_facade.jpg,10,10,14,14,0.9999,0.9998,100,False
hdbscan_best_VpSp_0105,VpSp,LD_04_CAMPBELL_LANE_B_14_facade.jpg,LD_37_ROWELL_Rd_B_34_facade.jpg,11,11,6,6,1.0,0.7765,50,False
hdbscan_best_VnSn_0527,VnSn,CT_59_TRAS_A_St_14_facade.jpg,KG_11_Haji Lane_A_08_facade.jpg,14,12,27,6,0.9332,-0.3404,100,False
